,label,text,clean_text
220,Real,"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.",beginning last decade  america budget surplus  billion time took office oneyear deficit  trillion projected deficits  trillion next decade
221,Real,"The president has had 1,540 of his nominations confirmed, only four defeated.",president  nominations confirmed four defeated
222,Real,U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,us taxpayers forced fund feisal abdul raufs trip middle east
223,Fake,"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",milwaukee county taxpayers paid  settle lawsuit decision sheriff david clarke jr use untrained corrections officers rather deputies patrol lakefront
224,Real,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,justice department policies fbi director james comey discussing details federal investigation close election
225,Real,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",democratic presidents considerably effective creating privatesector jobs
226,Real,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",joe biden voted first gulf war opposed surge wanted partition iraq
227,Fake,Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,says rush limbaugh made clear hed rather see country fail president barack obama succeed
228,Real,One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,one percent american people make  percent income america wasnt way george bush became president
229,Real,"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""",military recruiting went harvard every single day throughout time kagan
230,Real,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",says rick perrys plan texas cut funding public schools
231,Real,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.",says david perdue wants abolish us department education would cost georgia schools  billion year eliminate millions student loans
232,Real,The Paul Ryan budget proposal would privatize Medicare.,paul ryan budget proposal would privatize medicare
233,Real,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,high school students arrested campus twice likely graduate four times less likely graduate theyve appeared court
234,Real,The United States imprisons more than any nation in the world.,united states imprisons nation world
235,Fake,Says Marco Rubio is the one for an open border.,says marco rubio one open border
236,Real,"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.",years federal spending education grown  percent test scores remain flat
237,Fake,Says cuts to Medicare affect people who have already paid in. We paid for it.,says cuts medicare affect people already paid paid
238,Fake,David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,david alameel giving thousands dollars support republican party candidates including john cornyn greg abbott
239,Real,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,american healthcare system burns  percent national gdp nobody else close
240,Fake,Providences port is 200 miles closer to Europe than any other Eastern port.,providences port  miles closer europe eastern port
241,Real,Says you need a photo ID to purchase Sudafed in Texas.,says need photo id purchase sudafed texas
242,Real,Twenty percent of housing in Portlands Pearl District is affordable.,twenty percent housing portlands pearl district affordable
